41,Simon dataset,What is the directional trend in crimes in Fort Worth?,0
42,Simon dataset,What are directional trends in animal migration or grazing based on animal-tracking data?,0
43,Simon dataset,What are the single family zoning categories in Utrecht?,0
44,Simon dataset,What is the rate of water removal with water wells from an aquifer in Amsterdam?,0
45,Simon dataset,What is the total linear mileage of the asphalt streets in Utrecht?,0
46,Simon dataset,Where are the longest ski piste’s start and end positions in Happy Valley ski resort?,0
47,Simon dataset,What is the monthly rate of arsons given all fire department responses in Groningen?,0
48,Simon dataset,"What is the relationship between the average monthly sales of the Hispanic specialty stores and the distribution of the Hispanic population in Tarrant County, Texas?",0
49,Simon dataset,What is the relationship between the locations of stores and the population income levels in Amsterdam?,0
50,Simon dataset,What intersections are more prone to auto accidents in Utrecht?,0
51,Simon dataset,"What is the population distribution in Tarrant County, Texas?",0
52,Simon dataset,"What is the population distribution by age in Tarrant County, Texas?",0
53,Simon dataset,What is the construction trend in the city of Oleander given construction years of dwelling units?,0
54,Simon dataset,What is the concentration of various ethnic groups in Amsterdam?,0
55,Simon dataset,Which parks do have the highest monthly concentration of birds in Texas?,0
56,Simon dataset,How does tractor traffic compare to auto traffic on Texas roads?,0
57,Simon dataset,Where are the hotel within 300 m from the longest ski piste in Happy Valley ski resort?,0
58,Simon dataset,"What is the portion of rental, owner-occupied, and vacant houses relative to the Hispanic population in Tarrant County, Texas?",0
59,Simon dataset,What are the crime rates for this and last years in each police district of Texas?,0
60,Simon dataset,What are the election results for individual candidates in each precinct of Dallas?,0
61,Simon dataset,"What are the portions of energy coming from oil, natural gas, and nuclear power in each state of the United States?",0
62,Simon dataset,What is population density by census block in the Dallas/Fort Worth metropolitan service area?,0
63,Simon dataset,What is the density of robberies for each police beat in Dallas/Fort Worth metropolitan service area?,0
64,Simon dataset,What are the areas with high population density and concentration of rental units in Utrecht?,0
65,Simon dataset,What is the dot density of rental units in Utrecht?,0
66,Simon dataset,What is the dot density of registered voters relative to the total population of voting age per precinct in Dallas?,0
67,Simon dataset,What is the density of trees in parks in Oleander?,0
68,Simon dataset,where is the neighborhood that has the highest crime rate in Amsterdam?,0
69,Simon dataset,What is the density of elms and crape myrtles in Oleander?,0
70,Simon dataset,What is the density surface of rainfall based on measuring stations?,0
71,Simon dataset,What is the concentration of fire incident calls in Oleander?,0
72,Simon dataset,What are the directional trends for each year's tornadoes in Oleander?,0
73,Simon dataset,What areas do have too few roads to handle the traffic in Oleander?,0
74,Simon dataset,Where are fire calls highly clustered in Fort Worth?,0
76,Simon dataset,Where are the customers highly clustered for a pizza chain in Amsterdam?,0
77,Simon dataset,Are fire calls randomly distributed among city blocks in Fort Worth?,0
78,Simon dataset,What is the relationship between clusters of fire calls and population density?,0
79,Simon dataset,What are the locations of individual crimes in Amsterdam?,0
81,Simon dataset,Where are the clusterings of low-income household in Netherlands?,0
82,Simon dataset,Where are the hot or cold spots of crime frequency in Amsterdam?,0
83,Simon dataset,What is acreage for each land-use type in a region of Oleander?,0
84,Simon dataset,Which properties may be affected by the Independence Day parade in Washington D.C.?,0
85,Simon dataset,What pipes do need to be inspected given clogged storm drain inlets?,0
86,Simon dataset,How many land parcels are in the floodplain in Oleander?,0
87,Simon dataset,What the total area of land is inside the floodplain in Oleander?,0
88,Simon dataset,What is a breakdown of the area of land use inside the floodplain in Oleander?,0
89,Simon dataset,How many poll workers do each precinct need given the number of households that fall within each precinct?,0
90,Simon dataset,where is the neighborhood that has the highest robbery rate in Amsterdam?,0
91,Simon dataset,What are the attendance boundaries for the schools in Oleander?,0
92,Simon dataset,What properties may be affected by cleaning works at the creeks in Oleander?,0
93,Simon dataset,Which property owners do need to be notified around the area of proposed zoning change?,0
94,Simon dataset,What is the percentage of each land-use type inside the notification zone for zoning change?,0
95,Simon dataset,"What are the zones of strict drug enforcement around schools, playgrounds, and arcades?",0
96,Simon dataset,What is a quite zone around a hospital that should be enforced by police?,0
97,Simon dataset,What property owners do own access easement to the lakeshore?,0
98,Simon dataset,How much of the city is affected by street noise given the noise coefficients for each street in the city?,0
99,Simon dataset,What is the relationship between the speed limit and the noise coefficients for each street in the city?,0
100,Simon dataset,How lit are the areas of the city given locations of street lights and their wattage?,0
101,Simon dataset,where is the neighborhood that has the highest arson rate in Amsterdam?,0
102,Simon dataset,"Where are the houses within 1 minute, 2 minutes, and 3 minutes driving time from each fire station assuming a fire truck averages about 30 mph?",0
103,Simon dataset,What are the noise mitigation zones around each runway in Schiphol airport?,0
104,Simon dataset,"Within the last month, how many calls were answered by a crew from a station that was not the closest to the scene?",0
105,Simon dataset,How does the nearness of a property to fire hydrants affects its insurance rate?,0
106,Simon dataset,What areas are not within the 3 minutes of driving time for a fire truck given a road network in Oleander?,0
107,Simon dataset,"How many buildings are within 1 minute, 2 minutes, and 3 minutes of driving time from a fire station given a road network in Oleander?",0
108,Simon dataset,What is the spread of plumes over time from a fire in a match factory?,0
109,Simon dataset,What buildings may be situated within the area of plumes from a fire in a match factory?,0
110,Simon dataset,How does the flood level change over time?,0
111,Simon dataset,How did the population change over time?,0
112,Simon dataset,What houses are for sale and within 500m from a main road in Utrecht?,0
113,Simon dataset,where is the neighborhood that has the highest burglary rate in Amsterdam?,0
114,Simon dataset,How did a river delta spread over time?,0
115,Simon dataset,How did areas of soil erosion change over time?,0
116,Simon dataset,"How did tornado's location, strength and wind speed change over time?",0
117,Simon dataset,Which buildings were affected by the changing tornado?,0
118,Simon dataset,What are traffic patterns at intersections based on readings of traffic-counting devices placed along a street?,0
119,Simon dataset,How did the population of an animal herd change as the animals moved?,0
120,Simon dataset,What are the areas with single-family residential properties that have decreased in value more than 3% since 2004?,0
121,Simon dataset,In what areas did the literacy rate show a decreasing trend?,0
122,Simon dataset,How did the water levels in a lake change each month?,0
123,Simon dataset,What is the utility-based walkability of each neighborhood in Ghent?,0
124,Simon dataset,"For a neighborhood, how did the crime rate change from last year to this year in Amsterdam?",0
125,Simon dataset,What is the residential density per neighborhood in Ghent?,0
126,Simon dataset,What is the connectivity of each neighborhood in Ghent?,0
127,Simon dataset,What is the land-use mix in each neighborhood in Ghent?,0
128,Simon dataset,What is the bikeability in the Metro Vancouver region of Canada?,0
129,Simon dataset,What is the bicycle route density in the Metro Vancouver region of Canada?,0
130,Simon dataset,What is the degree of bicycle route separation the Metro Vancouver region of Canada?,0
131,Simon dataset,What is the connectivity of bicycle-friendly streets in the Metro Vancouver region of Canada?,0
132,Simon dataset,What is the topography of bicycle-friendly streets the Metro Vancouver region of Canada?,0
133,Simon dataset,What is the destination density for cyclists in the Metro Vancouver region of Canada?,0
134,Simon dataset,What is the effect of different scales on the accuracy of the GIS-based EPIC model?,0
135,Simon dataset,What are the locations of fire stations in Fort Worth ?,0
136,Simon dataset,How can future crop yields be predicted?,0
137,Simon dataset,What is the impact of low and high population densities on the green infrastructure of Addis Ababa?,0
138,Simon dataset,Which future settlements might be located in flood-prone areas given increase in both population and population density in Addis Ababa?,0
139,Simon dataset,What is the accessibility of population to primary schools in Rotterdam?,0
140,Simon dataset,What is the population's minimum network-based distance to public primary schools in Rotterdam?,0
141,Simon dataset,How many choices do the population have in accessing primary schools in Rotterdam?,0
142,Simon dataset,What is the minimum network-based distance to primary schools for children aged between 4 and 12 in Rotterdam?,0
143,Simon dataset,What is the minimum network-based distance to primary schools for children aged between 4 and 12 in the peripheral area of Rotterdam?,0
144,Simon dataset,How optimal are primary schools distributed with respect to the population in Rotterdam?,0
145,Simon dataset,To what extent are residential sites for people with intellectual disabilities and physical disabilities spatially dispersed in Pennsylvania?,0
146,Simon dataset,What buildings are within 1 minute of driving time from a fire station in Fort Worth ?,0
147,Simon dataset,Are residential sites for people with ID and people with PD located in neighborhoods of Pennsylvania with similar or different sociodemographic characteristics that affect community inclusion?,0
148,Simon dataset,Are there urban-suburban differences in spatial clustering and neighborhood characteristics of residential sites of Pennsylvania for people with ID and people with PD?,0
149,Simon dataset,What is the urban population in China estimated from radiance corrected DMSP-OLS night-time light and land cover data?,0
150,Simon dataset,"What are the spatio-temporal dynamics of carbon emissions and carbon sinks in Guangdong Province, South China?",0
151,Simon dataset,"How much do forest land and grassland contribute to vegetation carbon storage in Guangdong, South China?",0
152,Simon dataset,"What is annual direct carbon emission from paddy fields in Guangdong, South China?",0
153,Simon dataset,"What is annual indirect carbon emission from agricultural activities in Guangdong, South China?",0
154,Simon dataset,What is annual total carbon emission from the construction of built-up land?,0
155,Simon dataset,"What are the sites suitable for metro stations in Karbala, Iraqi?",0
156,Simon dataset,"What is the spatial access to outpatient services relative to the demand in Tuscany, Italy?",0
157,Simon dataset,What buildings are within 2 minutes but not within 1 minute of driving time from a fire station in Fort Worth ?,0
158,Simon dataset,"What is the population density in the Banten province, in Indonesia based on IndoPop data?",0
159,Simon dataset,"To what extent are there regional differences in population distribution in the Yunnan province, China?",0
160,Simon dataset,How did land-use change between 1993 and 2007 at the urban area of Yogyakarta in Indonesia?,0
161,Simon dataset,Which are the determinant factors in the land-use change in the urban area of Yogyakarta in Indonesia?,0
162,Simon dataset,What are the factors determining the area of land-use change in the urban area of Yogyakarta in Indonesia?,0
163,Simon dataset,What are the factors determining the location of land-use change in the urban area of Yogyakarta in Indonesia?,0
164,Simon dataset,How can a population distribution be re-estimated at a higher scale?,0
165,Simon dataset,"What is the spatial probability distribution of robberies in buses in Salvador, Brazil?",0
166,Simon dataset,"What are the factors determining the potential for the occurrence of robberies in buses in Salvador, Brazil?",0
167,Simon dataset,"How are small touristic businesses spatially distributed in the Gilan province, Iran?",0
168,Simon dataset,What schools are not within 3 minutes of driving time from a fire station in Fort Worth?,0
169,Simon dataset,"What is the geographic accessibility to family physician and nurse practitioner services for seniors in Saskatchewan and Alberta, Canada?",0
170,Simon dataset,To what extent are there differences in spatial-temporal fixity and flexibility between different types of residential communities in Beijing suburbs?,0
171,Simon dataset,How can grid size be evaluated for suitability for grid-based population data?,0
172,Simon dataset,"What is the influence of the spatial distribution of neighborhood violent crime on fear of crime in East Baton Rouge Parish, US?",0
173,Simon dataset,How can the main center and sub-centers of a polycentric city be identified based on nighttime light imagery and social media data?,0
174,Simon dataset,How can human settlements be identified using remote sensing on a global scale?,0
175,Simon dataset,"What is the spatial access to private and public hospitals in West Sichuan and East Sichuan, China?",0
176,Simon dataset,Where are the sites that are most suitable for marina construction in Istanbul’s Marmara Sea shoreline?,0
177,Simon dataset,"How can parking availability be estimated for unobserved road segments based on sensor data from observed road segments in San Francisco, US?",0
178,Simon dataset,"What is the spatial accessibility to public buses, trams, and trains from points of interests in Melbourne, Australia?",0
179,Simon dataset,Which fire station is nearest to an incident call at a given location in Fort Worth?,0
180,Simon dataset,What are the urban temporal patterns of individuals in big cities based upon geo-tagged photography?,0
181,Simon dataset,What are the impact of land use and population density on seasonal surface water quality in the Wen-Rui Tang River watershed in China?,0
182,Simon dataset,What was the historical spatial land use pattern for Jiangsu Province during the mid-Qing Dynasty in China?,0
183,Simon dataset,"How do connectivity, directness, and topology of a network affect the risk of cyclist-vehicle collision in Vancouver, Canada?",0
184,Simon dataset,How does heat-related mortality risk differ between urban and non-urban areas of Jiangsu province in China?,0
185,Simon dataset,"How are economic activities clustered within the metropolitan area of Shenyang, China?",0
186,Simon dataset,"What are the spatiotemporal patterns of relative healthy food access in the Region of Waterloo, Canada, from 2011 to 2014?",0
187,Simon dataset,Which factors of the built environment influence the habitual physical activity of children in Delmenhorst?,0
188,Simon dataset,"How to predict and map heat risk hotspots at multiple spatial scales in the greater Vancouver area, British Columbia, Canada?",0
189,Simon dataset,How to determine the best location of parking depending on parking demand and supply balance in Istanbul Metropolitan Municipality?,0
191,Simon dataset,How can a GIS-based approach be developed for electrification planning in Nigeria?,0
192,Simon dataset,"What is the relationship between the walking activity of a population and the built environment of a residential neighborhood of Seoul, South Korea?",0
193,Simon dataset,"How can individual-based rurality be measured in Levy, Lafayette and Suwannee counties of the US based on individual's activity space and rurality degree of places?",0
194,Simon dataset,What is the accessibility of the population to the high-speed rail in the Extremadura region of Spain?,0
195,Simon dataset,"What are the changes in the environment, climate, land use and land cover types for Jiangsu Province of China between 1980-2012?",0
196,Simon dataset,"What are the risk factors associated with physical access to health facilities among women of reproductive age in Dabat district, Ethiopia?",0
197,Simon dataset,"How do built environment and socio-demographic factors and health-related factors differ inside and outside of spatial clusters of obesity and physical activity in California, Massachusetts, and Pennsylvania states of US?",0
198,Simon dataset,"What is the impact of High-Speed Rail on land cover change in the area of Atocha railway station in Madrid, Spain, between 1990 and 2006?",0
199,Simon dataset,How did the spatial distribution of domestic tourism in South Korea change between 1989 and 2011?,0
200,Simon dataset,How did the hotspots of domestic tourism activity in South Korea change between 1989 and 2011?,0
202,Simon dataset,How did national tourism policies between 1989 and 2011 affect distribution of domestic tourism in South Korea?,0
203,Simon dataset,What is the effect of geographic proximity on scientific cooperation among Chinese cities from 1990 to 2010?,0
204,Simon dataset,How can irrigated areas in China be mapped given irrigation potential indices per raster cells?,0
205,Simon dataset,How are socio-demographic characteristics and transportation modes associated with topology of daily mobility patterns?,0
206,Simon dataset,"What is the effect of the distribution of deprived neighborhoods on mortality in Glasgow, Liverpool, and Manchester, England?",0
207,Simon dataset,"How do mortality and spatial patterning of deprivation in Glasgow, England, compare to mortality and spatial patterning of deprivation in Liverpool and Manchester, England?",0
208,Simon dataset,To what extent are variations in fertility explained by residential context in Britain?,0
209,Simon dataset,How does fertility vary between central cities and suburban areas in Britain?,0
210,Simon dataset,How does fertility vary with residential area size and population density in Britain?,0
211,Simon dataset,To what extent do socioeconomic characteristics of couples and selective migrations explain fertility variations between various residential contexts?,0
213,Simon dataset,What is the spatial distribution of aging populations in the Aichi Prefecture in Japan?,0
214,Simon dataset,"What is the aging population ratio at different areal units in the Aichi prefecture, Japan?",0
215,Simon dataset,"What is the aging population density at different areal units in the Aichi prefecture, Japan?",0
216,Simon dataset,"What is the correlation between the aging population ratio and the aging population density in the Aichi prefecture, Japan?",0
217,Simon dataset,"How does the built environment and weather conditions influence the use of walking as a mode of transport in Halifax Regional Municipality, Nova Scotia, Canada?",0
218,Simon dataset,"To what extent do average temperature, total precipitation, and maximum wind speed impact walking behavior in Halifax Regional Municipality, Nova Scotia, Canada?",0
219,Simon dataset,"What is the ratio of sidewalk length to road length at the census tract level in Halifax Regional Municipality, Nova Scotia, Canada?",0
220,Simon dataset,"What is the retail floor area ratio at the census tract level in Halifax Regional Municipality, Nova Scotia, Canada?",0
221,Simon dataset,"What is the number of people living in a census tract per square km of land in Halifax Regional Municipality, Nova Scotia, Canada?",0
222,Simon dataset,"What is the ratio of the number of four-way intersections to all intersections in Halifax Regional Municipality, Nova Scotia, Canada?",0
223,Simon dataset,What houses are for sale and within 1km from the nearest school in Utrecht?,0
225,Simon dataset,"What is the spatial structure of retailing businesses in Wuhan city, China?",0
226,Simon dataset,What are the road distances and travel times from residences of cardiac catheterization patients to Foothills Medical Center calculated with the Minkowski metric applied on Calgary road network in Canada?,0
227,Simon dataset,"Are there significant patterns of clustering of obesity and moderate physical activity in the neighborhoods of Metro Vancouver, Canada?",0
228,Simon dataset,"Is there an association between obesity and moderate physical activity and the built urban environment in the neighborhoods of Metro Vancouver, Canada?",0
229,Simon dataset,What is the effect of household and neighborhood characteristics on children's exposure to neighborhood poverty and affluence in US?,0
230,Simon dataset,"What is the accessibility of affordable grocery foods for low-income residents in Buffalo, US?",0
231,Simon dataset,"Which road sections in Shenzhen city, China, are potential traffic bottlenecks?",0
232,Simon dataset,"What is the level of geographical heterogeneity in the risk of mistimed and unwanted pregnancies between rural and urban communities of Savannah, Forest and Coastal ecological zones in Ghana?",0
233,Simon dataset,"What are the traffic volumes on low-class roads in areas of York County and Beresford in New Brunswick, Canada?",0
234,Simon dataset,"How well can built environment, population characteristics, and travel behavior predict vehicle-pedestrian collisions in San Francisco, US?",0
236,Simon dataset,"Which factors influence the location choice of business establishments in the city of Hamilton, Canada?",0
237,Simon dataset,"How have district boundary lines and school desegregation policy impacted metropolitan school and housing integration levels over the past two decades on the South of US (Richmond Metro, Louisville-Jefferson County, Charlotte-Mecklenburg County, Chattanooga-Hamilton County)?",0
238,Simon dataset,How have district boundary lines and school desegregation policy impacted metropolitan school and housing integration levels on the South of US between the years 1990 and 2010 ?,0
239,Simon dataset,What are the spatial trends of school and housing segregation on the South of US between 1990 and 2010?,0
240,Simon dataset,Is there racial isolation for black residents on the South of US between 1990 and 2010?,0
241,Simon dataset,"What is the difference between the racial composition in elementary school and in census block groups on the South of US in 1990, 2010, 2010?",0
242,Simon dataset,"Does the presence of non-neighborhood schools (private, charter, and magnet schools) affect racial segregation in public schools in US?",0
243,Simon dataset,How does racial segregation differ between public neighborhood schools and their catchment areas in US?,0
244,Simon dataset,Which countries are more dependent on tourism industries?,0
245,Simon dataset,How to plan urban land use of Shanghai to minimize ecological heterogeneity using GIS?,0
246,Simon dataset,How many buildings are affected by a hurricane in Oleander?,0
247,Simon dataset,Where is the residential area located in Shanghai?,0
248,Simon dataset,Where are the nature reserves and forest areas in Shanghai?,0
249,Simon dataset,Where are the industry areas located in Shanghai?,0
250,Simon dataset,What is the spatial distribution pattern of heterogeneous ecological conditions of Shanghai?,0
251,Simon dataset,What trends are there in agricultural and urban change in European rural areas?,0
252,Simon dataset,What are the effects on rural landscapes of agricultural structural changes and counter-urbanization in Denmark?,0
253,Simon dataset,Where are the highly-depopulated or vanished villages in Poland?,0
254,Simon dataset,How to measure and evaluate access to sexual and reproductive health services in rural Mozambique?,0
255,Simon dataset,What is the accessibility of sexual and reproductive health (SRH) services in rural Mozambique?,0
256,Simon dataset,"What is the spatial distribution of respondents’ residences, health service units, and towns (district centers) in four districts of Chibuto, Chokwè, Guíjà and Mandlakaze?",0
257,Simon dataset,What types of buildings are mostly affected by a hurricane in Oleander?,0
258,Simon dataset,"Where are the clinics with lower service quality in four districts of Chibuto, Chokwè, Guíjà and Mandlakaze?",0
259,Simon dataset,"Where are the less accessible sexual and reproductive health services in four districts of Chibuto, Chokwè, Guíjà and Mandlakaze?",0
260,Simon dataset,Which landscape indicators can be used for the evaluation of tourist landscape structure?,0
261,Simon dataset,"What is the long-term spatio-temporal landscape change in Kos Island, Greece?",0
262,Simon dataset,"What are the changes of landuse categories distribution in the district of Kefalos for the years 1981, 1995 and 2002?",0
263,Simon dataset,What are the changes in transport networks in the district of Kefalos from 1995 to 2002?,0
264,Simon dataset,What are the changes in visibility in the district of Kefalos from 1995 to 2002?,0
265,Simon dataset,What is the geographic distribution of nonprofit organizations serving immigrants across municipalities within the Greater Boston area?,0
266,Simon dataset,Where are the high immigration municipalities in the Greater Boston area in 2000?,0
267,Simon dataset,What is the ethnic settlement pattern in the Greater Boston area in 2000?,0
268,Simon dataset,How many people are affected by a hurricane in Oleander?,0
269,Simon dataset,What are the relationships between population and urban growth by analyzing changes in urban form that are characterized by fractal dimensions?,0
270,Simon dataset,"What are the relationships between population and urban growth in Kaohsiung, Taiwan, from 1980 to 2010?",0
271,Simon dataset,What is the spatial-temporal pattern of urban growth in Kaohsiung from 1980 to 2010?,0
272,Simon dataset,How are the changes in rural-urban sex ratio differences in the young professional age group an indicator of social sustainability in rural areas?,0
273,Simon dataset,How does the rural-urban sex ratio change in the 30-39-year-old group between 2000 and 2010 in Spain?,0
274,Simon dataset,Where are the best locations for the future landfill sites in the Houston-Galveston area?,0
275,Simon dataset,Where are the water resources in the Houston-Galveston area?,0
276,Simon dataset,Where are the hurricane and flooding areas in the past in the Houston-Galveston area?,0
277,Simon dataset,"Where are the important geographic features like schools, hospitals, museums in the Houston-Galveston area?",0
278,Simon dataset,What areas are within half-mile distance from major highways in the Houston-Galveston area?,0
279,Simon dataset,Where are the rocky areas in Spain?,0
280,Simon dataset,What is the travel behavior of individuals in the Tampa Bay region?,0
281,Simon dataset,What is the travel behavior of households in the Tampa Bay region?,0
282,Simon dataset,"What is the individual activity pattern in the Tampa Bay Region, Florida?",0
283,Simon dataset,"What is the relationship between activity density and land uses in the Tampa Bay Region, Florida?",0
284,Simon dataset,"What are the activity patterns of different employment groups like full-time employment, part-time employment, unemployed and homemaker in Tampa Bay Region, Florida?",0
285,Simon dataset,"What are the differences of activity pattern between retired and student groups in Tampa Bay Region, Florida?",0
286,Simon dataset,What is the effect of scale when analysing accessibility and its effects on population change?,0
287,Simon dataset,"Are population change related to transport accessibility in Finland, 1990-2008?",0
288,Simon dataset,"Which scales have good predictive ability when modelling transport accessibility and its effects on population change in Finland, 1990-2008?",0
289,Simon dataset,"What is the spatial autocorrelation of urban land prices from a regional perspective in Hubei province, China?",0
290,Simon dataset,What areas do have slope larger than 10% in Spain?,0
291,Simon dataset,"What is the spatial distribution of urban land prices from a regional perspective in Hubei province, China?",0
292,Simon dataset,"What are the most influential factors to urban land price in Hubei province, China?",0
293,Simon dataset,What are the patterns of clustering in depressive symptoms of community-dwelling older people in New Jersey from 2006 to 2008?,0
294,Simon dataset,"What are the relationships between the level of depressive symptoms and poverty, residential stability and crime in New Jersey from 2006 to 2008?",0
295,Simon dataset,"To what extent is there geographical clustering of criminal offences over time in Stockholm, Sweden?",0
296,Simon dataset,"Are there geographical clusterings of criminal offences over time in Stockholm, Sweden?",0
297,Simon dataset,"What are the differences of spatial patterns of concentration for violence (assault and threat) and property crimes (theft, robbery and burglary) over time and space in Stockholm, Sweden?",0
298,Simon dataset,"What are the temporal and spatial characteristics of land use change in Fujian Province, 1989-2006?",0
299,Simon dataset,"Where are clusters of injured pedestrians in Georgia, 2000-2007?",0
300,Simon dataset,"Where are clusters of injured pedestrians in Georgia, 2000-2007?",0
301,Simon dataset,What areas do have altitudes between 700 and 2000 meters in Spain?,0
302,Simon dataset,"How are injured pedestrians influenced by personal and environmental factors in Georgia, 2000-2007?",0
303,Simon dataset,How accurate is the use of GPS-referenced Demographic and Health Survey (DHS) data in combination with census datain population censusin Egypt?,0
304,Simon dataset,How to measure and monitor urban sprawl and carbon footprint in Phoenix metropolitan area?,0
305,Simon dataset,"How can ethnoburbs be identified and characterized in Auckland, New Zealand?",0
306,Simon dataset,"Where are Chinese, Indian, Korean, Filipino, Japanese and Cambodian clusters in Auckland from 1991 to 2006?",0
307,Simon dataset,"Which large area land cover dataset that, combined with detailed settlement extents, produces the most accurate population distribution data in Kenya?",0
308,Simon dataset,What are the methods for modeling population?,0
309,Simon dataset,"How to analyze the population density patterns by various spatial analysis methods in China, 1953-2000?",0
310,Simon dataset,What are the possible influencing factors for population change in China from 1953 to 2000?,0
311,Simon dataset,What are the characteristics of population distribution in China in 2000?,0
312,Simon dataset,What areas do have an annual minimum temperature greater than 0 degrees in Spain?,0
313,Simon dataset,Where are the high population growth regions in China from 1953 to 2000?,0
314,Simon dataset,What is the spatial pattern of various industries in Shanghai from spatial statistical perspectives?,0
315,Simon dataset,What are the spatial relationships of establishments in different districts and industries in Shanghai?,0
316,Simon dataset,What industries are concentrated in the suburbs of Shanghai?,0
317,Simon dataset,How to develop a dynamic spatial model which can be used for demographic planning in Leeds?,0
318,Simon dataset,What are the changes in spatial characteristics of the population in Leeds from 2010 to 2030?,0
319,Simon dataset,What are the moving trends of students in Leeds from 2010 to 2030?,0
320,Simon dataset,What are the mortality distribution in Leeds in 2030?,0
321,Simon dataset,"What are the land use changes in the built-up area in Yantai, China, from 1992-2004?",0
322,Simon dataset,How much area do the built-up regions in Yantai extend from 1992 to 2004?,0
323,Simon dataset,What areas do have low precipitation and humidity in Spain?,0
324,Simon dataset,Where are the monthly hotspots of thefts and robberies in Shanghai in 2009?,0
325,Simon dataset,What are the spatial-temporal variations of hotspots for thefts and robberies in Shanghai in 2009?,0
326,Simon dataset,What are the impacts of different social-economic factors on night light at different scales of urban areas in Beijing?,0
327,Simon dataset,"What is the conversion pattern of rural-urban land use in Nanjing, China from 2000 to 2004?",0
328,Simon dataset,What are the geographical patterns in the cultural industries in Los Angeles and New York City?,0
331,Simon dataset,How to map socio-economic data (e.g. distribution of population) in UK?,0
332,Simon dataset,What are the interactions between population growth and changes in water and land resources in Original-stream Zone of the Tarim River from 1994 to 2005?,0
333,Simon dataset,What are the water and land use changes in Original-stream Zone of the Tarim River from 1994 to 2005?,0
334,Simon dataset,What houses are for sale and within 1km from the nearest supermarket in Utrecht?,0
335,Simon dataset,What areas are at least 3km away from the river in Spain?,0
336,Simon dataset,How to identify and measure the spatial structure and intensity of urban deprivation in Delhi?,0
337,Simon dataset,What factors are contributed to the analysis of urban deprivation in Delhi?,0
338,Simon dataset,What is the spatial distribution of cervix cancer mortality rates for 118 counties of four states in the Western USA over 1970-1994?,0
339,Simon dataset,What is the quantitative risk zoning map of all districts in Shanghai?,0
340,Simon dataset,Where are the riskiest areas in Shanghai?,0
341,Simon dataset,Where are the major hazardous enterprises in Shanghai?,0
342,Simon dataset,"What are the effects of the built environment (e.g. physical environment, land use patterns, the road network, and bicycle-specific facilities) on transportation choices (bicycling or driving) in Metro Vancouver, Canada?",0
343,Simon dataset,What is the association between urban neighborhood socioeconomic markers and ambient air pollution in Vancouver and Seattle?,0
